golden_id,conversation_id,customer_message_id,customer_text,context,rule_suggested_intent,human_final_intent,primary_intent,secondary_intent,is_multi_intent,annotation_confidence,label_changed,annotator_notes
G0132,995704,995704,"was on the bubble, got first-class upgrade; loves flying @Delta!",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,SEAT_OR_UPGRADE,true,HIGH,false,"Confirmed. Passenger on upgrade bubble clears First Class and praises Delta. Primary=COMPLAINT_OR_FEEDBACK (positive), secondary=SEAT_OR_UPGRADE."
G0133,1063996,1063996,@delta flight delayed... Going to miss connecting flight... Why?  Because a bird hit the plane... #neverflyingdeltaairlinesagain,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,CANCEL_OR_CHANGE_FLIGHT,true,HIGH,false,"Confirmed. Bird strike causes flight delay and missed connecting flight. Primary=FLIGHT_STATUS_OR_DELAY, secondary=CANCEL_OR_CHANGE_FLIGHT."
G0134,2584663,2584663,"@delta I had a terrible experience after my flight, my @26643 bag was lost!! The bag carousel was #Broken and there was no one to #help",,BAGGAGE_ISSUE,BAGGAGE_ISSUE,BAGGAGE_ISSUE,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Bag lost after flight with broken baggage carousel and no agent present. Primary=BAGGAGE_ISSUE, secondary=COMPLAINT_OR_FEEDBACK."
G0135,458113,458113,"Hey @140508 &amp; @Delta,
 Wouldn’t this fall under bad customer service? I’ve tried booking this flight three times today, with three different price changes AFTER I select the flight on both the app and website. #justwanttoflyhome https://t.co/dhbGz3Yn2X",,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Attempting to book flight three times with price increasing dynamically after selection. Primary=SCHEDULE_OR_BOOKING_INQUIRY, secondary=COMPLAINT_OR_FEEDBACK."
G0136,2104067,2104067,@Delta your staff always rude to customers 75 years or older? Unfourtnatley our family of 5 will no longer be traveling with you anymore. 👎🏻,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Staff mistreated 75+ year-old passenger; family boycotting airline. COMPLAINT_OR_FEEDBACK.
G0137,851455,851455,@Delta lost our luggage. Planned a tight VACA and now we're screwed. I don't have the extra time to cut short my 1in a lifetime vacation.,,BAGGAGE_ISSUE,BAGGAGE_ISSUE,BAGGAGE_ISSUE,,false,HIGH,false,Confirmed. Lost luggage disrupting scheduled vacation. BAGGAGE_ISSUE.
G0138,2451020,2451020,@Delta I received call back after 1hr. Was told I’d be on hold 2 min. She hasn’t come back in 25. Dad is flying home from cancer trtmnt. Hlp,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,SPECIAL_ASSISTANCE,true,LOW,false,"Confirmed. Agent left caller on hold 25 min after callback; mentions father traveling from cancer treatment, but specific booking issue is unstated. Primary=AMBIGUOUS_OR_INSUFFICIENT_CONTEXT, secondary=SPECIAL_ASSISTANCE."
G0139,2749594,2749594,@Delta The crew on our flight were absolutely incredible! Big ✋ to Gayla! 👊,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. High praise for crew member Gayla on flight. COMPLAINT_OR_FEEDBACK (positive).
G0140,1345762,1345762,@Delta  at atl going to Rdu. The lady says “your checking in early”. I was on the list. Should I have showed my disability?,,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,CHECKIN_OR_BOARDING,true,HIGH,false,"Confirmed. Passenger told they were checking in early, asks if they should have shown their disability. Primary=SPECIAL_ASSISTANCE, secondary=CHECKIN_OR_BOARDING."
G0141,1568943,1568943,"@delta flying from USA to Brazil, how much extra do I pay to check two luggages heavier than 50lbs but lighter than 99lbs? Thanks",,BAGGAGE_ISSUE,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,BAGGAGE_ISSUE,true,HIGH,true,"CHANGED from BAGGAGE_ISSUE. Pre-travel inquiry asking how much extra to pay for two checked bags between 50lbs and 99lbs from USA to Brazil. Per taxonomy definitions, pre-flight policy/fee questions belong to SCHEDULE_OR_BOOKING_INQUIRY; secondary=BAGGAGE_ISSUE."
G0142,2072392,2072392,@Delta @824 I have tix to GPT 10/13. With Hurricane Nate is Delta allowing refund or changes?,,REFUND_OR_COMPENSATION,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,REFUND_OR_COMPENSATION,true,HIGH,true,"Confirmed multi-intent. Passenger with tickets to GPT asks if Delta is allowing refunds or changes due to Hurricane Nate. Primary=CANCEL_OR_CHANGE_FLIGHT, secondary=REFUND_OR_COMPENSATION."
G0143,1565344,1565344,"Hey @Delta, what’s the earliest someone can check their bag before a  flight?",,BAGGAGE_ISSUE,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,BAGGAGE_ISSUE,true,HIGH,true,CHANGED from BAGGAGE_ISSUE. Pre-travel policy question asking what the earliest bag drop window is before a flight. Belongs to SCHEDULE_OR_BOOKING_INQUIRY per planning context rule; secondary=BAGGAGE_ISSUE.
G0144,711694,711694,@Delta could you please help us with cargo space to get water filters to Puerto Rico?We are trying to stop people from dying if no H2O,,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,SPECIAL_ASSISTANCE,,false,HIGH,false,Confirmed. Requesting cargo space to fly water filters to Puerto Rico for emergency disaster relief. SPECIAL_ASSISTANCE.
G0145,403159,403159,Thank you @Delta for canceling my flight for December,,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Sarcastic thank-you acknowledging Delta cancelled their December flight; rebooking/itinerary change required. Primary=CANCEL_OR_CHANGE_FLIGHT, secondary=COMPLAINT_OR_FEEDBACK."
G0146,320954,320954,"and yeah, i'm gonna @ you, DETLA, bc this is NOT th first time this has happened
@delta",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,MEDIUM,false,Confirmed. General expression of repeated dissatisfaction with Delta; no specific issue described. COMPLAINT_OR_FEEDBACK.
G0147,2398534,2398534,It’s a miracle! @delta has turned on the IFE at the gate! @159701 @167390 @171688,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Humorous positive tweet celebrating IFE turned on at gate. COMPLAINT_OR_FEEDBACK (positive).
G0148,2786717,2786717,dear @delta your grade today for helping those traveling with guitars is a strong F,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,BAGGAGE_ISSUE,true,HIGH,false,"Confirmed. Giving Delta grade 'F' for handling travelers with guitars. Primary=COMPLAINT_OR_FEEDBACK, secondary=BAGGAGE_ISSUE."
G0149,2638739,2638739,I love how @Delta thinks delaying me hours is ok but when I'm 4 minutes late with two children they think it's ok to turn me away.,,FLIGHT_STATUS_OR_DELAY,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,CHECKIN_OR_BOARDING,true,HIGH,true,"CHANGED from FLIGHT_STATUS_OR_DELAY. Customer turned away 4 minutes late with two children, venting about double standard compared to multi-hour airline delays. Primary=COMPLAINT_OR_FEEDBACK, secondary=CHECKIN_OR_BOARDING."
G0150,1817267,1817267,"Ugh. @Delta is killing me today.  So close to a great flight, just to fall apart at the last minute",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,FLIGHT_STATUS_OR_DELAY,false,HIGH,false,Confirmed. Venting that flight fell apart at last minute; no specific status inquiry or flight number. COMPLAINT_OR_FEEDBACK.
G0151,1528121,1528121,Dl 6150 to NYC @Delta outrageous treatment!! No information!,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Active operational disruption on DL 6150 to NYC with no information provided. Primary=FLIGHT_STATUS_OR_DELAY, secondary=COMPLAINT_OR_FEEDBACK."
G0152,2429816,2429816,I loved all my years flying on this plane. Such wonderful adventures and memories. Thanks @Delta https://t.co/SkGtoYDSpe,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Nostalgic praise for aircraft retirement with photo. COMPLAINT_OR_FEEDBACK (positive).
G0153,1130658,1130658,I'm a fat guy wearing a hoodie on a flight to Atlanta then Boston. Sometimes I don't make wise choices. @Delta,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Humorous tweet about wearing a hoodie on a flight. Social humor. COMPLAINT_OR_FEEDBACK.
G0154,1821768,1821768,"@Delta, I ordered a roundtrip to Milwaukee this weekend.  I received a confirmation/receipt email but no sign of what appears to be a ticket.  Do I just print off the receipt and show it at the airport to act as a ticket?",,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,CHECKIN_OR_BOARDING,true,HIGH,false,"Confirmed. Received confirmation email for Milwaukee roundtrip but no ticket; asking if receipt serves as boarding document. Primary=SCHEDULE_OR_BOOKING_INQUIRY, secondary=CHECKIN_OR_BOARDING."
G0155,2451812,2451812,Cheyenne last night via @delta https://t.co/WRLxWYVuD5,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Photo over Cheyenne with no text inquiry. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0156,2600406,2600406,"@Delta Your customer service is piss poor, needed an emergency change to existing reservations, you couldn't handle it. Over two hour wait *TWICE* to talk to someone, both times your agent hung up on me when call connected via your poor ""callback"" option",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,CANCEL_OR_CHANGE_FLIGHT,true,HIGH,false,"Confirmed. Needed emergency change, waited 2hrs twice, hung up on by callback. Primary=COMPLAINT_OR_FEEDBACK (service failure), secondary=CANCEL_OR_CHANGE_FLIGHT."
G0157,2951615,2951615,@Delta I have a delta Amex. I know the first bag is free but I have 3 bags and 1 is oversized. Can you let me know what price per bag would be? Don't know if bag 2 &amp; 3 charged at 1&amp;2 prices since first free. Thanks,,BAGGAGE_ISSUE,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,BAGGAGE_ISSUE,true,HIGH,true,CHANGED from BAGGAGE_ISSUE. Customer with Delta Amex asking how much 3 bags (1 oversized) will cost before travel. Pre-travel pricing inquiry belongs to SCHEDULE_OR_BOOKING_INQUIRY; secondary=BAGGAGE_ISSUE.
G0158,632101,632101,Living the life on this @Delta flight with in flight messaging &amp; browsing via @115911. Happy to be a T-mobile &amp; Delta gal today. #TmobileWingman.,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Positive feedback enjoying free in-flight Wi-Fi and messaging via T-Mobile. COMPLAINT_OR_FEEDBACK (positive).
G0159,1939657,1939657,"If God is teaching me patience he is REALLY going for it. 7hr delay, on a new plane, stopped on the tarmac for weather. FML @Delta",,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,"Confirmed. 7hr delay, new plane, now stopped on tarmac for weather. FLIGHT_STATUS_OR_DELAY."
G0160,712110,712110,"I am US resident under 21, not from NY or Fla and am Sky Miles member.  Help me out.  @Delta https://t.co/z10zcCvXoM",,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,,false,HIGH,false,Confirmed. SkyMiles member under 21 asking for help with account eligibility/promotion. SKYMILES_OR_LOYALTY.
G0161,1945057,1945057,"So frustrated w/ @delta. Booking Xmas flight and in order to guarantee I sit by my 2 yr old, I have to pay an extra $150. How is that fair?",,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,PAYMENT_OR_CHARGE_DISPUTE,true,HIGH,false,"Confirmed. Frustrated that booking seats next to 2yr old requires paying $150 extra. Primary=SEAT_OR_UPGRADE, secondary=PAYMENT_OR_CHARGE_DISPUTE."
G0162,1789241,1789241,Hey @delta! I just messaged you about a very negative customer service experience I had.,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,MEDIUM,false,Confirmed. Notifying Delta that a message was sent regarding a very negative customer service experience. COMPLAINT_OR_FEEDBACK.
G0163,1810838,1810838,"@Delta You have failed this faithful Platinum Delta flyer two days in a row. If you care enough to ask why, contact me.",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,SKYMILES_OR_LOYALTY,true,HIGH,false,"Confirmed. Platinum flyer stating Delta failed them two days in a row; invites contact. Primary=COMPLAINT_OR_FEEDBACK, secondary=SKYMILES_OR_LOYALTY."
G0164,1096134,1096134,@Delta A sch change forced me to leave 4 hr early and arrive 2 hr late and also go from a single connection to a double connection..really?😢,,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Involuntary schedule change forced 4hr earlier departure, 2hr later arrival, and double connection. Primary=CANCEL_OR_CHANGE_FLIGHT, secondary=COMPLAINT_OR_FEEDBACK."
G0165,2228061,2228061,Flying @Delta yesterday and was pleasantly surprised to learn about its #GetOnBoard campaign fighting human traffick…https://t.co/pWqO4yplv9,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Positive praise for Delta's #GetOnBoard campaign against human trafficking. COMPLAINT_OR_FEEDBACK (positive).
G0166,1001311,1001311,.@Delta made me feel like a #topdog today. Elevated from the floor to a seat for free! Now I can stare ominously at dad for whole flight!👌🐶🐕 https://t.co/usRBbZpkp0,,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Complimentary seat provided for pet dog ('elevated from floor to seat for free'). Primary=SEAT_OR_UPGRADE, secondary=COMPLAINT_OR_FEEDBACK (positive)."
G0167,1879208,1879208,@Delta Thanks for the fresh and beautiful 757-200 IND&gt;ATL this morning. MMM New Plane smell... 😀,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,"Confirmed. Praise for fresh, beautiful new 757-200 aircraft IND to ATL. COMPLAINT_OR_FEEDBACK (positive)."
G0168,1589847,1589847,"This I find unacceptable, and insulting. What is @Delta airline’s response? https://t.co/Y90TVESzOC",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,MEDIUM,false,Confirmed. Link to external controversy asking for Delta's response to an unacceptable/insulting incident. COMPLAINT_OR_FEEDBACK.
G0169,266134,266134,Jet bridge jammed... getting all the @Delta I can handle right now #WelcomeBack,,FLIGHT_STATUS_OR_DELAY,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,FLIGHT_STATUS_OR_DELAY,true,HIGH,true,"CHANGED from FLIGHT_STATUS_OR_DELAY. Jet bridge jammed at gate preventing boarding/deplaning. Boarding gate equipment failure. Primary=CHECKIN_OR_BOARDING, secondary=FLIGHT_STATUS_OR_DELAY."
G0170,1408315,1408315,".@Delta Why was this woman told passengers can't sing the National Anthem for a fallen soldier on a flight?

@824

#MondayMotivation https://t.co/KjYjegN0cd",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Public controversy question regarding passenger singing National Anthem for fallen soldier. COMPLAINT_OR_FEEDBACK.
G0171,929755,929755,@Delta DL2121 jfk to pdx. The Delta app shows T-2 gate C-63 while the airport/airtrain monitors show T-4. Which is correct? #airportlife,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,CHECKIN_OR_BOARDING,true,HIGH,false,"Confirmed. DL2121 JFK-PDX: Delta app shows Terminal 2 Gate C-63 while airport monitors show Terminal 4; asks which is correct. Primary=FLIGHT_STATUS_OR_DELAY, secondary=CHECKIN_OR_BOARDING."
G0172,1568956,1568956,"Kansas City, to Atlanta, to Dallas?! A bit out of the way, but @Delta or bust! @64247 tonight!!",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Social travel tweet regarding routing from Kansas City to Atlanta to Dallas. COMPLAINT_OR_FEEDBACK (social).
G0173,1228144,1228144,"@delta, @824 I am asking if I was charged a fee or if the fare difference was 200",,PAYMENT_OR_CHARGE_DISPUTE,PAYMENT_OR_CHARGE_DISPUTE,PAYMENT_OR_CHARGE_DISPUTE,,false,HIGH,false,Confirmed. Disputing/clarifying whether a $200 charge on account was an unauthorized fee or legitimate fare difference. PAYMENT_OR_CHARGE_DISPUTE.
G0174,41789,41789,#Delta sucks no refund for missed flight due to “tower traffic”.  Funny.  Pilot said it was de-icing.  That never happened.  @Delta,,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,REFUND_OR_COMPENSATION,FLIGHT_STATUS_OR_DELAY,true,HIGH,false,"Confirmed. Demanding refund after missed flight blamed on tower traffic vs de-icing. Primary=REFUND_OR_COMPENSATION, secondary=FLIGHT_STATUS_OR_DELAY."
G0175,379771,379771,Love @Delta ✈️...but that flight home from Vegas was rough! Pretty sure it was the pilots first day. 🤢😰 #holyturbulence,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Humorous post about rough flight and turbulence from Las Vegas. COMPLAINT_OR_FEEDBACK.
G0176,1166704,1166704,"@Delta @824 Opened a case on Aug 16, no response so far. #poorcustomerservice",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Complaining about open customer service case from Aug 16 with no response. COMPLAINT_OR_FEEDBACK.
G0177,2232457,2232457,@Delta TSA pre check not showing on my boarding pass can you help?,,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,CHECKIN_OR_BOARDING,,false,HIGH,false,Confirmed. TSA PreCheck missing from generated boarding pass. CHECKIN_OR_BOARDING.
G0178,2888975,2888975,@Delta @801027 been Diamond for a long time and million miler now and still no Porsche https://t.co/eH6EwnWuna,,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Longtime Diamond and Million Miler jokingly lamenting no Porsche tarmac transfer perk. Primary=SKYMILES_OR_LOYALTY, secondary=COMPLAINT_OR_FEEDBACK."
G0179,1185905,1185905,Hey @Delta can u explain how flt#5973 has been delayed over 5 hrs &amp; then somehow the flight plan gets “lost”?? #NOTCOOL,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. Flight 5973 delayed 5+ hours and then flight plan lost. FLIGHT_STATUS_OR_DELAY.
G0180,2201825,2201825,"@Delta how about advising in advance that there will be no wifi? Why wait until after the door is closed and cell service off? I could have alerted my boss/team, had I known 5 minutes earlier...",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Grievance that Delta did not advise in advance that flight would have no Wi-Fi before doors closed. COMPLAINT_OR_FEEDBACK.
G0181,2044084,2044084,"Hey @Delta , your app is still broken. https://t.co/cbzGVF9cH3",,CHECKIN_OR_BOARDING,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,CHECKIN_OR_BOARDING,false,LOW,true,"CHANGED from CHECKIN_OR_BOARDING. 'Hey @Delta , your app is still broken' with an external screenshot link. Specific broken module cannot be identified from text alone. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT."
G0182,993019,993019,Thank you @Delta ✈️💕 #EU #US https://t.co/Xpf8IGCOsF,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,LOW,false,Confirmed. Short thank-you post with plane and heart emojis; minimal content. COMPLAINT_OR_FEEDBACK (positive).
G0183,2511271,2511271,The suitcase is out and I've been looking at my upgrade chances in the @Delta app regularly. That means #PixarCocoEvent is almost here!,,BAGGAGE_ISSUE,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,SEAT_OR_UPGRADE,true,HIGH,true,"CHANGED from BAGGAGE_ISSUE. 'Suitcase is out' indicates packing excitement for #PixarCocoEvent; checking upgrade chances in app. Not a baggage complaint. Primary=COMPLAINT_OR_FEEDBACK (social), secondary=SEAT_OR_UPGRADE."
G0184,1789269,1789269,@Delta your flight was amazing. The best air transportation I've had in a long time. #DontStop,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. General praise that flight was amazing and best air transportation in a long time. COMPLAINT_OR_FEEDBACK (positive).
G0185,1861471,1861471,@DELTA I'm Diamond and paid $600 for an Augusta - NY itinerary and these idiots put me in the last row of Main Cabin. I am DONE with Delta.,,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,SEAT_OR_UPGRADE,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Diamond flyer paid $600 and assigned to last row of Main Cabin. Primary=SEAT_OR_UPGRADE, secondary=COMPLAINT_OR_FEEDBACK."
G0186,488947,488947,@Delta I have sky miles with you and recent trip shows 0 miles and NO response from customer service.,,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,,false,HIGH,false,Confirmed. Recent trip shows 0 SkyMiles credited and no response from support. SKYMILES_OR_LOYALTY.
G0187,1707158,1707158,Just landed for @517360 40 under 40 think tank! Looking forward to meeting other great minds in #Accounting Great flight with @Delta https://t.co/XrLSiXCcKA,,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Social arrival post for think tank event thanking Delta for great flight. COMPLAINT_OR_FEEDBACK (positive).
G0188,1299682,1299682,Damn @delta sitting on the runway for a hour after a hour flight delay is trash smh,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. Sitting on runway for an hour following an initial 1-hour flight delay. FLIGHT_STATUS_OR_DELAY.
G0189,2574209,2574209,"@delta is it possible to book a flight with a combination of gift cards, skymiles, and money?",,SKYMILES_OR_LOYALTY,SCHEDULE_OR_BOOKING_INQUIRY,SCHEDULE_OR_BOOKING_INQUIRY,SKYMILES_OR_LOYALTY,true,HIGH,true,"CHANGED from SKYMILES_OR_LOYALTY. Customer asking how to book a ticket combining gift cards, SkyMiles, and money. Split payment booking inquiry. Primary=SCHEDULE_OR_BOOKING_INQUIRY, secondary=SKYMILES_OR_LOYALTY."
G0190,1093458,1093458,Since apparently Twitter is the only way to reach a @824 agent here I am. Please help me or have someone call me,,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,AMBIGUOUS_OR_INSUFFICIENT_CONTEXT,,false,LOW,false,Confirmed. Asking for agent assistance or phone callback via Twitter; underlying issue unstated. AMBIGUOUS_OR_INSUFFICIENT_CONTEXT.
G0191,620582,620582,"This! I used to value my @Delta Platinum Medallion and my @AmericanAir EXP above all. Today I’m non-requalifying AA Plat and nothing on DL. They’ve destroyed the value of those programs, and thus loyalty itself. https://t.co/KmS7ei6c0d",,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,SKYMILES_OR_LOYALTY,COMPLAINT_OR_FEEDBACK,true,HIGH,false,"Confirmed. Critique of airline loyalty programs destroying Platinum Medallion value. Primary=SKYMILES_OR_LOYALTY, secondary=COMPLAINT_OR_FEEDBACK."
G0192,2489811,2489811,"Wish I had a better option today than @Delta.  Never had an issue with Southwest Wi-Fi.  Much, much better",,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,false,Confirmed. Comparative service critique stating competitor Wi-Fi is much better than Delta. COMPLAINT_OR_FEEDBACK.
G0193,1152946,1152946,@Delta my mom has been stuck on a plane awaiting take off for over 3 hours now at LaGuardia. Please help?!?,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,,false,HIGH,false,Confirmed. Reporting mother stuck on plane awaiting takeoff at LaGuardia for over 3 hours. FLIGHT_STATUS_OR_DELAY.
G0194,1112795,1112795,@Delta it is currently 10:36 and no plane and no agents https://t.co/uLKObrUAWp,,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,CHECKIN_OR_BOARDING,true,HIGH,false,"Confirmed. Passengers waiting at gate with no plane and no agents present. Primary=FLIGHT_STATUS_OR_DELAY, secondary=CHECKIN_OR_BOARDING."
G0195,971936,971936,"@delta They made me get off my plane because I didn't have a visa for Iceland , there is No Visa needed, how are you repairing the damage?",,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,CANCEL_OR_CHANGE_FLIGHT,REFUND_OR_COMPENSATION,true,HIGH,false,"Confirmed. Passenger erroneously deplaned for lacking visa to Iceland (none needed); demanding resolution. Primary=CANCEL_OR_CHANGE_FLIGHT, secondary=REFUND_OR_COMPENSATION."
G0196,2073158,2073158,In the plane sitting at the gate for an hour waiting for luggage to load in a few minutes @Delta,,BAGGAGE_ISSUE,FLIGHT_STATUS_OR_DELAY,FLIGHT_STATUS_OR_DELAY,BAGGAGE_ISSUE,true,HIGH,true,"CHANGED from BAGGAGE_ISSUE. On aircraft sitting at gate delayed an hour waiting for luggage loading to finish. Primary=FLIGHT_STATUS_OR_DELAY, secondary=BAGGAGE_ISSUE."
G0197,1022692,1022692,@delta flight 2251 this guy was amazing. Did a wonderful job. https://t.co/S0TlRw6IB1,,FLIGHT_STATUS_OR_DELAY,COMPLAINT_OR_FEEDBACK,COMPLAINT_OR_FEEDBACK,,false,HIGH,true,"CHANGED from FLIGHT_STATUS_OR_DELAY. Flight 2251 crew praise ('this guy was amazing, did a wonderful job'). COMPLAINT_OR_FEEDBACK (positive)."
